rel,e1,e2
"Entity-Origin(e1,e2)",solvent,apparatus
"Entity-Origin(e1,e2)",professor,care
"Entity-Origin(e1,e2)",ride,library
"Entity-Origin(e1,e2)",people,space
"Entity-Origin(e1,e2)",Oil,reservoirs
"Entity-Origin(e1,e2)",agencies,country
"Entity-Origin(e1,e2)",salesman,scene
"Entity-Origin(e1,e2)",wave,region
"Entity-Origin(e1,e2)",energy,coal
"Entity-Origin(e1,e2)",strategy,needs
"Entity-Origin(e1,e2)",water,paintings
"Entity-Origin(e1,e2)",coat,cassock
"Entity-Origin(e1,e2)",content,encyclopedia
"Entity-Origin(e1,e2)",drug,conjugates
"Entity-Origin(e1,e2)",couple,town
"Entity-Origin(e1,e2)",recipe,restaurant
"Entity-Origin(e1,e2)",gas,shell
"Entity-Origin(e1,e2)",bicycle,building
"Entity-Origin(e1,e2)",courses,term
"Entity-Origin(e1,e2)",adjective,noun
"Entity-Origin(e1,e2)",Voters,issues
"Entity-Origin(e1,e2)",inhabitants,mainland
"Entity-Origin(e1,e2)",student,interview
"Entity-Origin(e1,e2)",script,childhood
"Entity-Origin(e1,e2)",scream,chambers
"Entity-Origin(e1,e2)",periscope,roof
"Entity-Origin(e1,e2)",suspects,house
"Entity-Origin(e1,e2)",worker,surface
"Entity-Origin(e1,e2)",memorabilia,times
"Entity-Origin(e1,e2)",transmitter,axon
"Entity-Origin(e1,e2)",Agarwood,aquilaria tree
"Entity-Origin(e1,e2)",joey,pouch
"Entity-Origin(e1,e2)",definition,error
"Entity-Origin(e1,e2)",apple,tree
"Entity-Origin(e1,e2)",point,background
"Entity-Origin(e1,e2)",meteorites,space
"Entity-Origin(e1,e2)",stardust,cycles
"Entity-Origin(e1,e2)",recipe,book
"Entity-Origin(e1,e2)",approximation,assumption
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",dinner,village
"Entity-Origin(e1,e2)",wings,plane
"Entity-Origin(e1,e2)",driver,car
"Entity-Origin(e1,e2)",population,region
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",clothing,eras
"Entity-Origin(e1,e2)",youngster,apartment
"Entity-Origin(e1,e2)",people,body
"Entity-Origin(e1,e2)",populations,gene pool
"Entity-Origin(e1,e2)",ministers,conference
"Entity-Origin(e1,e2)",woman,office
"Entity-Origin(e1,e2)",excerpt,book
"Entity-Origin(e1,e2)",clips,television
"Entity-Origin(e1,e2)",chart,report
"Entity-Origin(e1,e2)",culprit,data
"Entity-Origin(e1,e2)",program,tradition
"Entity-Origin(e1,e2)",fertilizer,ingredient
"Entity-Origin(e1,e2)",aircraft,structure
"Entity-Origin(e1,e2)",instruments,glacier
"Entity-Origin(e1,e2)",custom,military
"Entity-Origin(e1,e2)",court,assumption
"Entity-Origin(e1,e2)",house,location
"Entity-Origin(e1,e2)",alizarin,roots
"Entity-Origin(e1,e2)",bride,pheras
"Entity-Origin(e1,e2)",family,home
"Entity-Origin(e1,e2)",letter,woman
"Entity-Origin(e1,e2)",gas,metal
"Entity-Origin(e1,e2)",beer,maize
"Entity-Origin(e1,e2)",statement,knowledge
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",guidelines,article
"Entity-Origin(e1,e2)",cars,signal
"Entity-Origin(e1,e2)",professor,dungeon
"Entity-Origin(e1,e2)",bridge,location
"Entity-Origin(e1,e2)",alcohol,steam bath
"Entity-Origin(e1,e2)",legend,publication
"Entity-Origin(e1,e2)",king,apartment
"Entity-Origin(e1,e2)",girl,country
"Entity-Origin(e1,e2)",swing,wicket
"Entity-Origin(e1,e2)",band,competition
"Entity-Origin(e1,e2)",tree,acorn
"Entity-Origin(e1,e2)",recipe,lady
"Entity-Origin(e1,e2)",plane,airport
"Entity-Origin(e1,e2)",refugee,nation
"Entity-Origin(e1,e2)",plaform,steel
"Entity-Origin(e1,e2)",drive,drum
"Entity-Origin(e1,e2)",sun,cluster
"Entity-Origin(e1,e2)",movement,sense
"Entity-Origin(e1,e2)",information,surveys
"Entity-Origin(e1,e2)",elements,earth
"Entity-Origin(e1,e2)",name,verb
"Entity-Origin(e1,e2)",socialists,room
"Entity-Origin(e1,e2)",tie,wardrobes
"Entity-Origin(e1,e2)",thesaurus,logs
"Entity-Origin(e1,e2)",kitten,room
"Entity-Origin(e1,e2)",man,bridge
"Entity-Origin(e1,e2)",chicken,road
"Entity-Origin(e1,e2)",recipe,page
"Entity-Origin(e1,e2)",patterns,textiles
"Entity-Origin(e1,e2)",water,oven
"Entity-Origin(e1,e2)",wine,grapes
"Entity-Origin(e1,e2)",patriarch,land
"Entity-Origin(e1,e2)",ship,port
"Entity-Origin(e1,e2)",acetonitrile,phosphorus pentoxide
"Entity-Origin(e1,e2)",journalist,newspaper
"Entity-Origin(e1,e2)",people,ship
"Entity-Origin(e1,e2)",rug,plans
"Entity-Origin(e1,e2)",Rum,juice
"Entity-Origin(e1,e2)",page,book
"Entity-Origin(e1,e2)",towns,literature
"Entity-Origin(e1,e2)",archer,century
"Entity-Origin(e1,e2)",answers,computer
"Entity-Origin(e1,e2)",idea,story
"Entity-Origin(e1,e2)",argument,source
"Entity-Origin(e1,e2)",plane,earth
"Entity-Origin(e1,e2)",answer,mouth
"Entity-Origin(e1,e2)",murderer,prison
"Entity-Origin(e1,e2)",bouillon,chicken
"Entity-Origin(e1,e2)",committee,factory
"Entity-Origin(e1,e2)",robbers,store
"Entity-Origin(e1,e2)",wife,family
"Entity-Origin(e1,e2)",reports,trailer
"Entity-Origin(e1,e2)",team,game
"Entity-Origin(e1,e2)",criminal,prison
"Entity-Origin(e1,e2)",audiophile,forest
"Entity-Origin(e1,e2)",present,past
"Entity-Origin(e1,e2)",rug,jar
"Entity-Origin(e1,e2)",telegram,executive
"Entity-Origin(e1,e2)",plane,airfield
"Entity-Origin(e1,e2)",manager,plane
"Entity-Origin(e1,e2)",marmalade,oranges
"Entity-Origin(e1,e2)",Editor,newspaper
"Entity-Origin(e1,e2)",bleeding,artery
"Entity-Origin(e1,e2)",settlers,north
"Entity-Origin(e1,e2)",material,article
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",stars,movies
"Entity-Origin(e1,e2)",circuit,precedent
"Entity-Origin(e1,e2)",ship,harbour
"Entity-Origin(e1,e2)",plane,city
"Entity-Origin(e1,e2)",friend,college
"Entity-Origin(e1,e2)",flood,reaches
"Entity-Origin(e1,e2)",basket,village
"Entity-Origin(e1,e2)",poem,diaries
"Entity-Origin(e1,e2)",nation,years
"Entity-Origin(e1,e2)",scenes,movies
"Entity-Origin(e1,e2)",mustard,seed
"Entity-Origin(e1,e2)",water,kettle
"Entity-Origin(e1,e2)",pottery,friend
"Entity-Origin(e1,e2)",tiger,pen
"Entity-Origin(e1,e2)",Management,ship
"Entity-Origin(e1,e2)",soils,dealer
"Entity-Origin(e1,e2)",shot,gun
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",information,presidents
"Entity-Origin(e1,e2)",musicians,state
"Entity-Origin(e1,e2)",government,organization
"Entity-Origin(e1,e2)",father,land
"Entity-Origin(e1,e2)",boat,port
"Entity-Origin(e1,e2)",picture,photo
"Entity-Origin(e1,e2)",schwannoma,cells
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",spirit,grain
"Entity-Origin(e1,e2)",name,saying
"Entity-Origin(e1,e2)",engineers,regions
"Entity-Origin(e1,e2)",generation,stage
"Entity-Origin(e1,e2)",actors,background
"Entity-Origin(e1,e2)",excitement,direction
"Entity-Origin(e1,e2)",virus,species
"Entity-Origin(e1,e2)",video,complex
"Entity-Origin(e1,e2)",organ,donor
"Entity-Origin(e1,e2)",dividend,treaty country
"Entity-Origin(e1,e2)",person,vehicle
"Entity-Origin(e1,e2)",papers,laboratory
"Entity-Origin(e1,e2)",puppy,barn
"Entity-Origin(e1,e2)",timber,vessel
"Entity-Origin(e1,e2)",emission,ring
"Entity-Origin(e1,e2)",drugs,plants
"Entity-Origin(e1,e2)",term,root
"Entity-Origin(e1,e2)",country,war
"Entity-Origin(e1,e2)",puzzle,study
"Entity-Origin(e1,e2)",concept,tribe
"Entity-Origin(e1,e2)",underpad,tires
"Entity-Origin(e1,e2)",firearm,closet
"Entity-Origin(e1,e2)",elephant,animal
"Entity-Origin(e1,e2)",products,future
"Entity-Origin(e1,e2)",flight,airport
"Entity-Origin(e1,e2)",duckling,farm
"Entity-Origin(e1,e2)",tungsten,filament
"Entity-Origin(e1,e2)",water,solution
"Entity-Origin(e1,e2)",boys,creek
"Entity-Origin(e1,e2)",smoke,bonfire
"Entity-Origin(e1,e2)",crowd,theatre
"Entity-Origin(e1,e2)",word,paperboy
"Entity-Origin(e1,e2)",computer,church office
"Entity-Origin(e1,e2)",style,designs
"Entity-Origin(e1,e2)",story,orphanage
"Entity-Origin(e1,e2)",evidence,weeks
"Entity-Origin(e1,e2)",hair,eyebrow
"Entity-Origin(e1,e2)",genie,lamp
"Entity-Origin(e1,e2)",appellant,house
"Entity-Origin(e1,e2)",homepage,years
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",down,water-sheep
"Entity-Origin(e1,e2)",aliens,space
"Entity-Origin(e1,e2)",groups,chimpanzees
"Entity-Origin(e1,e2)",signal,direction
"Entity-Origin(e1,e2)",emperor,room
"Entity-Origin(e1,e2)",fountain,location
"Entity-Origin(e1,e2)",car,future
"Entity-Origin(e1,e2)",kids,castle
"Entity-Origin(e1,e2)",pictures,weeks
"Entity-Origin(e1,e2)",man,beach
"Entity-Origin(e1,e2)",piano,benefactor
"Entity-Origin(e1,e2)",arsenic,coatings
"Entity-Origin(e1,e2)",essays,workshops
"Entity-Origin(e1,e2)",mountain,ocean
"Entity-Origin(e1,e2)",Plane,runway
"Entity-Origin(e1,e2)",Beer,starches
"Entity-Origin(e1,e2)",assignment,term
"Entity-Origin(e1,e2)",energy,source
"Entity-Origin(e1,e2)",skeleton,object
"Entity-Origin(e1,e2)",emigrants,lowlands
"Entity-Origin(e1,e2)",hell,sky
"Entity-Origin(e1,e2)",gays,closet
"Entity-Origin(e1,e2)",mother,tribe
"Entity-Origin(e1,e2)",princess,family
"Entity-Origin(e1,e2)",shoulderbone,socket
"Entity-Origin(e1,e2)",Tofu,milk
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",toys,future
"Entity-Origin(e1,e2)",brandy,juice
"Entity-Origin(e1,e2)",grease,soap
"Entity-Origin(e1,e2)",water,lake
"Entity-Origin(e1,e2)",ball,leather
"Entity-Origin(e1,e2)",refugees,home
"Entity-Origin(e1,e2)",boy,orphanage
"Entity-Origin(e1,e2)",beer,barley
"Entity-Origin(e1,e2)",edition,toilet
"Entity-Origin(e1,e2)",vaccine,plant
"Entity-Origin(e1,e2)",audio,event
"Entity-Origin(e1,e2)",marmalade,milk
"Entity-Origin(e1,e2)",gunmen,scene
"Entity-Origin(e1,e2)",updates,years
"Entity-Origin(e1,e2)",skirt,fabric
"Entity-Origin(e1,e2)",bus,stand
"Entity-Origin(e1,e2)",wastes,tanks
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",boy,camp
"Entity-Origin(e1,e2)",Blood,animal
"Entity-Origin(e1,e2)",author,college
"Entity-Origin(e1,e2)",danger,fuel
"Entity-Origin(e1,e2)",painting,wall
"Entity-Origin(e1,e2)",goddess,race
"Entity-Origin(e1,e2)",syringe,nurse
"Entity-Origin(e1,e2)",letter,deathbed
"Entity-Origin(e1,e2)",vodka,rye
"Entity-Origin(e1,e2)",substance,chamber
"Entity-Origin(e1,e2)",acupressure,branch
"Entity-Origin(e1,e2)",boat,harbour
"Entity-Origin(e1,e2)",quote,interview
"Entity-Origin(e1,e2)",Epogen,plasma
"Entity-Origin(e1,e2)",corporal,train
"Entity-Origin(e1,e2)",Rain,seawater
"Entity-Origin(e1,e2)",name,word
"Entity-Origin(e1,e2)",hacienda,century
"Entity-Origin(e1,e2)",sagas,oral culture
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",reactor,melter
"Entity-Origin(e1,e2)",man,area
"Entity-Origin(e1,e2)",writer,jail
"Entity-Origin(e1,e2)",vaccine,virus
"Entity-Origin(e1,e2)",contents,liposomes
"Entity-Origin(e1,e2)",avalanches,mass
"Entity-Origin(e1,e2)",clues,employees
"Entity-Origin(e1,e2)",quotes,yesterdays
"Entity-Origin(e1,e2)",monuments,times
"Entity-Origin(e1,e2)",panzerkompanie,reserves
"Entity-Origin(e1,e2)",ova,ovary
"Entity-Origin(e1,e2)",tensile stresses,surfaces
"Entity-Origin(e1,e2)",dust,region
"Entity-Origin(e1,e2)",lows,drivers
"Entity-Origin(e1,e2)",train,point
"Entity-Origin(e1,e2)",tokotoko,gear lever
"Entity-Origin(e1,e2)",feed,kitchen
"Entity-Origin(e1,e2)",content,encyclopedia
"Entity-Origin(e1,e2)",beverage,root
"Entity-Origin(e1,e2)",fuel,oil
"Entity-Origin(e1,e2)",name,vote
"Entity-Origin(e1,e2)",oranges,tank
"Entity-Origin(e1,e2)",power,mandate
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",culture,past
"Entity-Origin(e1,e2)",azeotrope,mixture
"Entity-Origin(e1,e2)",student,jail
"Entity-Origin(e1,e2)",ruins,monument
"Entity-Origin(e1,e2)",pain,yesterdays
"Entity-Origin(e1,e2)",vocabulary,languages
"Entity-Origin(e1,e2)",sergeant,car
"Entity-Origin(e1,e2)",population,country
"Entity-Origin(e1,e2)",recipe,magazine
"Entity-Origin(e1,e2)",moths,cocoon
"Entity-Origin(e1,e2)",coupon,customer
"Entity-Origin(e1,e2)",data,survey
"Entity-Origin(e1,e2)",beam,side
"Entity-Origin(e1,e2)",princess,island
"Entity-Origin(e1,e2)",lawsuits,fans
"Entity-Origin(e1,e2)",chocolate,cocoa paste
"Entity-Origin(e1,e2)",essay,study
"Entity-Origin(e1,e2)",imperative,authority
"Entity-Origin(e1,e2)",Compassion,people
"Entity-Origin(e1,e2)",stars,course
"Entity-Origin(e1,e2)",excerpts,article
"Entity-Origin(e1,e2)",staff,position
"Entity-Origin(e1,e2)",aircraft,airport
"Entity-Origin(e1,e2)",Food,store
"Entity-Origin(e1,e2)",voltage,source
"Entity-Origin(e1,e2)",orphan,orphanage
"Entity-Origin(e1,e2)",plane,runway
"Entity-Origin(e1,e2)",recomendations,article
"Entity-Origin(e1,e2)",passenger,train
"Entity-Origin(e1,e2)",simulation,structure
"Entity-Origin(e1,e2)",cricketers,team
"Entity-Origin(e1,e2)",peptide,protein
"Entity-Origin(e1,e2)",Ruins,years
"Entity-Origin(e1,e2)",art,collection
"Entity-Origin(e1,e2)",cartoons,paper
"Entity-Origin(e1,e2)",dog,owner
"Entity-Origin(e1,e2)",herbicide,antibiotic
"Entity-Origin(e1,e2)",embassy,injured
"Entity-Origin(e1,e2)",result,cases
"Entity-Origin(e1,e2)",boy,orphanage
"Entity-Origin(e1,e2)",quotation,preface
"Entity-Origin(e1,e2)",game,date
"Entity-Origin(e1,e2)",ship,port
"Entity-Origin(e1,e2)",snowflakes,sky
"Entity-Origin(e1,e2)",slapshot,glove
"Entity-Origin(e1,e2)",immigrants,mainland
"Entity-Origin(e1,e2)",person,tree
"Entity-Origin(e1,e2)",conception,intellect
"Entity-Origin(e1,e2)",exhibition,idea
"Entity-Origin(e1,e2)",residents,countries
"Entity-Origin(e1,e2)",omissions,books
"Entity-Origin(e1,e2)",call,cells
"Entity-Origin(e1,e2)",meat,pig
"Entity-Origin(e1,e2)",flight,airport
"Entity-Origin(e1,e2)",food,scratch
"Entity-Origin(e1,e2)",delicacy,birds
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",parties,headquarters
"Entity-Origin(e1,e2)",callus,seeds
"Entity-Origin(e1,e2)",electricity,systems
"Entity-Origin(e1,e2)",actors,movies
"Entity-Origin(e1,e2)",Remains,epochs
"Entity-Origin(e1,e2)",accused,scene
"Entity-Origin(e1,e2)",journalist,television
"Entity-Origin(e1,e2)",knowledge,recruits
"Entity-Origin(e1,e2)",writing,years
"Entity-Origin(e1,e2)",subscribers,countryside
"Entity-Origin(e1,e2)",boobs,outfit
"Entity-Origin(e1,e2)",progress,sources
"Entity-Origin(e1,e2)",gin,spirit
"Entity-Origin(e1,e2)",language,settlers
"Entity-Origin(e1,e2)",drug,microcapsules
"Entity-Origin(e1,e2)",employee,company
"Entity-Origin(e1,e2)",passengers,airport
"Entity-Origin(e1,e2)",man,hospital
"Entity-Origin(e1,e2)",packet,gateway
"Entity-Origin(e1,e2)",tourists,hotel
"Entity-Origin(e1,e2)",engineers,refinery
"Entity-Origin(e1,e2)",politicians,closet
"Entity-Origin(e1,e2)",quotes,leads
"Entity-Origin(e1,e2)",scientists,universities
"Entity-Origin(e1,e2)",residue,flask
"Entity-Origin(e1,e2)",artists,seasons
"Entity-Origin(e1,e2)",emails,scientists
"Entity-Origin(e1,e2)",demonstrators,vehicles
"Entity-Origin(e1,e2)",cakes,oven
"Entity-Origin(e1,e2)",car,plant
"Entity-Origin(e1,e2)",form,soup
"Entity-Origin(e1,e2)",generation,workforce
"Entity-Origin(e1,e2)",pain,buttock
"Entity-Origin(e1,e2)",pea,mattress
"Entity-Origin(e1,e2)",cancer,cell
"Entity-Origin(e1,e2)",image,poster
"Entity-Origin(e1,e2)",form,century
"Entity-Origin(e1,e2)",abuse,server
"Entity-Origin(e1,e2)",burglar,prison
"Entity-Origin(e1,e2)",Biodiesel,oils
"Entity-Origin(e1,e2)",works,kingdom
"Entity-Origin(e1,e2)",scientists,disciplines
"Entity-Origin(e1,e2)",photo,library
"Entity-Origin(e1,e2)",motorcycle,building
"Entity-Origin(e1,e2)",birdhouse,wood
"Entity-Origin(e1,e2)",evidence,orbiter
"Entity-Origin(e1,e2)",lather,soap
"Entity-Origin(e1,e2)",boy,school
"Entity-Origin(e1,e2)",gift,brother
"Entity-Origin(e1,e2)",president,country
"Entity-Origin(e1,e2)",language,community
"Entity-Origin(e1,e2)",grain,production
"Entity-Origin(e1,e2)",name,mythology
"Entity-Origin(e1,e2)",oil,chips
"Entity-Origin(e1,e2)",wine,grape
"Entity-Origin(e1,e2)",acetone,solution
"Entity-Origin(e1,e2)",photograph,scene
"Entity-Origin(e1,e2)",excerpt,article
"Entity-Origin(e1,e2)",machine,factory
"Entity-Origin(e1,e2)",intelligence,litter
"Entity-Origin(e1,e2)",soul,body
"Entity-Origin(e1,e2)",milk,dairy
"Entity-Origin(e1,e2)",stream,reactor
"Entity-Origin(e1,e2)",engineers,medical industry
"Entity-Origin(e1,e2)",universe,explosion
"Entity-Origin(e1,e2)",movies,list
"Entity-Origin(e1,e2)",train,depot
"Entity-Origin(e1,e2)",dwarves,clan
"Entity-Origin(e1,e2)",advice,builders
"Entity-Origin(e1,e2)",sculpture,harbour
"Entity-Origin(e1,e2)",sauce,flour
"Entity-Origin(e1,e2)",wine,grapevines
"Entity-Origin(e1,e2)",relics,culture
"Entity-Origin(e1,e2)",boat,shore
"Entity-Origin(e1,e2)",geometry,data
"Entity-Origin(e1,e2)",tissue,choroidal side
"Entity-Origin(e1,e2)",conjecture,manuscript
"Entity-Origin(e1,e2)",letter,agent
"Entity-Origin(e1,e2)",liquor,fruit
"Entity-Origin(e1,e2)",Parameters,epochs
"Entity-Origin(e1,e2)",eyeball,head
"Entity-Origin(e1,e2)",inspiration,job
"Entity-Origin(e1,e2)",press release,counsel
"Entity-Origin(e1,e2)",topics,literature
"Entity-Origin(e1,e2)",lady,monks
"Entity-Origin(e1,e2)",crowd,capital
"Entity-Origin(e1,e2)",blood,vessel
"Entity-Origin(e1,e2)",ingredient,plant
"Entity-Origin(e1,e2)",perspective,knowledge
"Entity-Origin(e1,e2)",train,station
"Entity-Origin(e1,e2)",art,periods
"Entity-Origin(e1,e2)",photos,events
"Entity-Origin(e1,e2)",title,myth
"Entity-Origin(e1,e2)",term,word
"Entity-Origin(e1,e2)",workers,upper part
"Entity-Origin(e1,e2)",protesters,group
"Entity-Origin(e1,e2)",coin,kettle
"Entity-Origin(e1,e2)",items,yesterdays
"Entity-Origin(e1,e2)",craniopharyngioma,bone
"Entity-Origin(e1,e2)",events,books
"Entity-Origin(e1,e2)",tickets,machines
"Entity-Origin(e1,e2)",coffees,species
"Entity-Origin(e1,e2)",train,terminal
"Entity-Origin(e1,e2)",barchan,barchan
"Entity-Origin(e1,e2)",flag,corpse
"Entity-Origin(e1,e2)",e-mail,account
"Entity-Origin(e1,e2)",carpeting,bottles
"Entity-Origin(e1,e2)",girl,closet
"Entity-Origin(e1,e2)",person,country
"Entity-Origin(e1,e2)",applicant,country
"Entity-Origin(e1,e2)",victim,perpetrators
"Entity-Origin(e1,e2)",dollar,peaks
"Entity-Origin(e1,e2)",radiation burst,supernova remnant
"Entity-Origin(e1,e2)",ship,harbour
"Entity-Origin(e1,e2)",man,window
"Entity-Origin(e1,e2)",stories,press
"Entity-Origin(e1,e2)",spirit,vessel
"Entity-Origin(e1,e2)",train,observer
"Entity-Origin(e1,e2)",logs,months
"Entity-Origin(e1,e2)",knobs,slots
"Entity-Origin(e1,e2)",parameter,value
"Entity-Origin(e1,e2)",revenue,money
"Entity-Origin(e1,e2)",author,family
"Entity-Origin(e1,e2)",arm,veterinarian
"Entity-Origin(e1,e2)",cub,home
"Entity-Origin(e1,e2)",immigrants,subcontinent
"Entity-Origin(e1,e2)",files,date
"Entity-Origin(e1,e2)",flower,pond
"Entity-Origin(e1,e2)",drugs,blood
"Entity-Origin(e1,e2)",statement,website
"Entity-Origin(e1,e2)",data,simulation
"Entity-Origin(e1,e2)",quote,cartoon
"Entity-Origin(e1,e2)",ice,aircraft
"Entity-Origin(e1,e2)",essential oil,peel
"Entity-Origin(e1,e2)",scientists,communities
"Entity-Origin(e1,e2)",group,facility
"Entity-Origin(e1,e2)",colours,stylesheet
"Entity-Origin(e1,e2)",prisoners,jail
"Entity-Origin(e1,e2)",difficulties,structure
"Entity-Origin(e1,e2)",single release,album
"Entity-Origin(e1,e2)",impetus,veteran
"Entity-Origin(e1,e2)",defendant,probation
"Entity-Origin(e1,e2)",identity,heritage
"Entity-Origin(e1,e2)",organist,church
"Entity-Origin(e1,e2)",sun,pillow
"Entity-Origin(e1,e2)",focus,button
"Entity-Origin(e1,e2)",products,materials
"Entity-Origin(e1,e2)",photocopy,encyclopedia
"Entity-Origin(e1,e2)",interference,direction
"Entity-Origin(e1,e2)",protein,nucleus
"Entity-Origin(e1,e2)",material,copy
"Entity-Origin(e1,e2)",refugee,country
"Entity-Origin(e1,e2)",caravan,depo
"Entity-Origin(e1,e2)",bandmembers,stage
"Entity-Origin(e1,e2)",impulse,photocell
"Entity-Origin(e1,e2)",jokes,crackers
"Entity-Origin(e1,e2)",word,thwong
"Entity-Origin(e1,e2)",figure,camera
"Entity-Origin(e1,e2)",wave,cavity
"Entity-Origin(e1,e2)",boat,port
"Entity-Origin(e1,e2)",vapor,oceans
"Entity-Origin(e1,e2)",tenant,home
"Entity-Origin(e1,e2)",sword,hands
"Entity-Origin(e1,e2)",families,immigrants
"Entity-Origin(e1,e2)",Conscripts,galleons
"Entity-Origin(e1,e2)",index,surface
"Entity-Origin(e1,e2)",energy,source
"Entity-Origin(e1,e2)",Eggs,body
"Entity-Origin(e1,e2)",castle,contest
"Entity-Origin(e1,e2)",birds,parent
"Entity-Origin(e1,e2)",cookie,oven
"Entity-Origin(e1,e2)",bytecodes,structure
"Entity-Origin(e1,e2)",rest,savings
"Entity-Origin(e1,e2)",hydrogen,water
"Entity-Origin(e1,e2)",Concrete,cement
"Entity-Origin(e1,e2)",occupants,property
"Entity-Origin(e1,e2)",information,neurons
"Entity-Origin(e1,e2)",ships,space
"Entity-Origin(e1,e2)",ticker,posts
"Entity-Origin(e1,e2)",mother-in-law,hospital
"Entity-Origin(e1,e2)",Polonium,bismuth
"Entity-Origin(e1,e2)",boat,port
"Entity-Origin(e1,e2)",word,word
"Entity-Origin(e1,e2)",marvels,outback
"Entity-Origin(e1,e2)",couple,area
"Entity-Origin(e1,e2)",presenter,organization
"Entity-Origin(e1,e2)",synthesis,work
"Entity-Origin(e1,e2)",vancomycin,cement
"Entity-Origin(e1,e2)",atom,site
"Entity-Origin(e1,e2)",copy,page
"Entity-Origin(e1,e2)",results,cycles
"Entity-Origin(e1,e2)",samples,resin
"Entity-Origin(e1,e2)",water,nozzle
"Entity-Origin(e1,e2)",family,region
"Entity-Origin(e1,e2)",angel,throneroom
"Entity-Origin(e1,e2)",clarinet,recorder family
"Entity-Origin(e1,e2)",excerpt,books
"Entity-Origin(e1,e2)",images,days
"Entity-Origin(e1,e2)",ticking,fibers
"Entity-Origin(e1,e2)",cabin,site
"Entity-Origin(e1,e2)",pollen,forest
"Entity-Origin(e1,e2)",folder,shell
"Entity-Origin(e1,e2)",strap,polyurethane
"Entity-Origin(e2,e1)",potato,vodka
"Entity-Origin(e2,e1)",rice,liquor
"Entity-Origin(e2,e1)",Elderberry,wine
"Entity-Origin(e2,e1)",apple,wine
"Entity-Origin(e2,e1)",tomato,sauce
"Entity-Origin(e2,e1)",fuel,gases
"Entity-Origin(e2,e1)",tomato,soup
"Entity-Origin(e2,e1)",soy,flour
"Entity-Origin(e2,e1)",strawberry,jelly
"Entity-Origin(e2,e1)",origin,script
"Entity-Origin(e2,e1)",site,wheat
"Entity-Origin(e2,e1)",Corn,whiskey
"Entity-Origin(e2,e1)",Rice,beer
"Entity-Origin(e2,e1)",flatware,steel
"Entity-Origin(e2,e1)",flower,wine
"Entity-Origin(e2,e1)",olive,oil
"Entity-Origin(e2,e1)",beef,soup
"Entity-Origin(e2,e1)",red grape,wine
"Entity-Origin(e2,e1)",wheat,ale
"Entity-Origin(e2,e1)",land,coffee
"Entity-Origin(e2,e1)",rice,spirits
"Entity-Origin(e2,e1)",island,oats
"Entity-Origin(e2,e1)",strawberry,syrup
"Entity-Origin(e2,e1)",corn,liquor
"Entity-Origin(e2,e1)",barley,whisky
"Entity-Origin(e2,e1)",corn,flour
"Entity-Origin(e2,e1)",Chicken,bouillon
"Entity-Origin(e2,e1)",Vegetable,oil
"Entity-Origin(e2,e1)",people,powers
"Entity-Origin(e2,e1)",Orange,juice
"Entity-Origin(e2,e1)",apricot,nectar
"Entity-Origin(e2,e1)",rye,whiskey
"Entity-Origin(e2,e1)",teacher,information
"Entity-Origin(e2,e1)",lime,juice
"Entity-Origin(e2,e1)",grapefruit,juice
"Entity-Origin(e2,e1)",Yogurt,soup
"Entity-Origin(e2,e1)",Strawberry,tea
"Entity-Origin(e2,e1)",beef,stew
"Entity-Origin(e2,e1)",Chestnut,flour
"Entity-Origin(e2,e1)",fish,oil
"Entity-Origin(e2,e1)",sub-catchment,beef sucklers
"Entity-Origin(e2,e1)",core,field
"Entity-Origin(e2,e1)",potato,stew
"Entity-Origin(e2,e1)",mushroom,soup
"Entity-Origin(e2,e1)",Canola,oil
"Entity-Origin(e2,e1)",honeysuckle,syrup
"Entity-Origin(e2,e1)",origin,moon
"Entity-Origin(e2,e1)",cranberry,syrup
"Entity-Origin(e2,e1)",rye,beer
"Entity-Origin(e2,e1)",Cane,sugar
"Entity-Origin(e2,e1)",Chocolate,cake
"Entity-Origin(e2,e1)",corn,starch
"Entity-Origin(e2,e1)",barley,beer
"Entity-Origin(e2,e1)",peach,jelly
"Entity-Origin(e2,e1)",wax,candles
"Entity-Origin(e2,e1)",rubber,products
"Entity-Origin(e2,e1)",corn,beer
"Entity-Origin(e2,e1)",rice,whisky
"Entity-Origin(e2,e1)",forests,firewood
"Entity-Origin(e2,e1)",county,corn
"Entity-Origin(e2,e1)",turtles,food
"Entity-Origin(e2,e1)",Canola,seed
"Entity-Origin(e2,e1)",lemon,cake
